person_age,person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
26,female,Associate,115592,MORTGAGE,5000,PERSONAL,0.04,496,Yes,0
21,male,Associate,35323,MORTGAGE,3000,EDUCATION,0.08,578,Yes,0
25,male,Bachelor,108625,MORTGAGE,7750,VENTURE,0.07,652,Yes,0
22,female,Bachelor,83821,RENT,8650,EDUCATION,0.1,477,Yes,0
25,male,Associate,85159,RENT,18000,PERSONAL,0.21,561,Yes,0
24,female,High School,111593,RENT,12000,DEBTCONSOLIDATION,0.11,435,Yes,0
24,female,Bachelor,88950,RENT,27000,EDUCATION,0.3,672,No,1
23,male,Bachelor,73008,RENT,5000,DEBTCONSOLIDATION,0.07,661,Yes,0
24,male,High School,75910,MORTGAGE,4000,HOMEIMPROVEMENT,0.05,676,Yes,0
24,female,High School,49221,MORTGAGE,10500,MEDICAL,0.21,668,Yes,0
26,female,Bachelor,46140,RENT,2000,MEDICAL,0.04,536,No,1
26,male,Bachelor,42923,RENT,12000,VENTURE,0.28,645,No,1
23,male,Master,94832,RENT,17000,VENTURE,0.18,493,Yes,0
24,male,Associate,57268,OWN,10000,HOMEIMPROVEMENT,0.17,628,Yes,0
23,male,Bachelor,69997,MORTGAGE,2500,VENTURE,0.04,680,Yes,0
23,female,Master,83862,RENT,4800,DEBTCONSOLIDATION,0.06,588,Yes,0
26,male,Associate,115235,MORTGAGE,20000,HOMEIMPROVEMENT,0.17,613,No,0
24,male,Bachelor,110564,MORTGAGE,15000,DEBTCONSOLIDATION,0.14,683,No,0
21,male,High School,36822,RENT,1500,EDUCATION,0.04,618,Yes,0
24,female,Associate,117185,MORTGAGE,6400,EDUCATION,0.05,613,Yes,0
22,female,Bachelor,82591,MORTGAGE,16000,EDUCATION,0.19,624,Yes,0
24,male,Associate,85123,RENT,25000,PERSONAL,0.29,608,No,1
22,female,Associate,55158,OWN,4750,EDUCATION,0.09,628,Yes,0
23,male,Associate,51604,MORTGAGE,5750,PERSONAL,0.11,676,Yes,0
25,male,High School,91068,MORTGAGE,15000,PERSONAL,0.16,505,Yes,0
25,male,High School,62701,MORTGAGE,13800,EDUCATION,0.22,634,Yes,0
24,male,High School,84887,MORTGAGE,8950,MEDICAL,0.11,624,Yes,0
25,female,Associate,59543,MORTGAGE,5600,MEDICAL,0.09,713,No,0
22,female,Master,94833,MORTGAGE,7750,EDUCATION,0.08,663,No,0
23,female,Associate,101803,MORTGAGE,23000,EDUCATION,0.23,705,No,0
23,male,Associate,29732,RENT,6000,PERSONAL,0.2,534,No,0
26,male,High School,91772,RENT,15000,PERSONAL,0.16,651,No,0
25,male,High School,36954,RENT,5200,VENTURE,0.14,597,No,1
22,female,Associate,121032,MORTGAGE,15000,PERSONAL,0.12,576,Yes,0
24,female,Bachelor,47400,RENT,10000,DEBTCONSOLIDATION,0.21,658,Yes,0
23,male,Master,96944,MORTGAGE,3000,PERSONAL,0.03,600,No,0
24,male,Master,42955,RENT,1500,EDUCATION,0.03,586,Yes,0
23,female,Associate,30343,RENT,5550,VENTURE,0.18,631,No,0
24,male,High School,95528,RENT,8000,MEDICAL,0.08,652,Yes,0
22,female,Bachelor,105140,RENT,20000,EDUCATION,0.19,665,No,0
23,male,Bachelor,48335,MORTGAGE,6000,MEDICAL,0.12,632,Yes,0
24,male,Master,64176,MORTGAGE,21000,DEBTCONSOLIDATION,0.33,704,Yes,0
22,male,Associate,46593,RENT,18500,EDUCATION,0.4,598,No,1
26,male,High School,77950,RENT,1000,DEBTCONSOLIDATION,0.01,603,Yes,0
23,female,High School,33720,RENT,5800,PERSONAL,0.17,683,Yes,0
24,female,Associate,62783,RENT,20000,DEBTCONSOLIDATION,0.32,640,No,1
25,male,High School,72094,MORTGAGE,5000,DEBTCONSOLIDATION,0.07,549,No,1
24,male,High School,28206,RENT,7000,VENTURE,0.25,522,No,1
24,male,Bachelor,113782,RENT,9600,HOMEIMPROVEMENT,0.08,705,Yes,0
25,male,High School,59997,MORTGAGE,5000,MEDICAL,0.08,614,No,1
22,male,Bachelor,71741,MORTGAGE,6400,DEBTCONSOLIDATION,0.09,660,No,0
23,female,High School,121228,MORTGAGE,14000,DEBTCONSOLIDATION,0.12,657,No,0
21,male,Master,38841,RENT,15000,VENTURE,0.39,561,No,1
20,male,Associate,78989,MORTGAGE,4800,VENTURE,0.06,678,No,0
23,female,High School,94674,MORTGAGE,4600,VENTURE,0.05,677,No,0
23,male,Bachelor,72776,MORTGAGE,10000,EDUCATION,0.14,492,Yes,0
21,male,High School,26833,RENT,2000,MEDICAL,0.07,673,No,1
26,female,High School,106714,MORTGAGE,8000,MEDICAL,0.07,642,No,0
26,male,High School,70486,RENT,3500,PERSONAL,0.05,678,No,0
26,female,Associate,141210,MORTGAGE,6000,EDUCATION,0.04,687,No,0
23,male,Bachelor,57333,OWN,7000,EDUCATION,0.12,688,Yes,0
23,male,Bachelor,64598,RENT,3500,MEDICAL,0.05,701,No,0
22,male,Associate,48647,RENT,4000,PERSONAL,0.08,649,No,0
24,male,Bachelor,62107,RENT,15000,MEDICAL,0.24,678,No,0
22,male,Bachelor,16301,OWN,4750,VENTURE,0.29,640,No,1
25,female,High School,151152,RENT,6500,VENTURE,0.04,526,Yes,0
26,female,High School,92579,RENT,10000,VENTURE,0.11,667,No,0
26,female,Master,154497,MORTGAGE,26000,PERSONAL,0.17,564,Yes,0
24,male,High School,49187,RENT,5000,EDUCATION,0.1,584,No,1
23,female,High School,62492,OWN,6000,VENTURE,0.1,637,No,0
25,male,Associate,49139,RENT,5925,VENTURE,0.12,486,Yes,0
26,male,Associate,78775,MORTGAGE,5000,DEBTCONSOLIDATION,0.06,651,Yes,0
22,female,High School,49681,RENT,2000,MEDICAL,0.04,517,Yes,0
22,female,High School,48907,RENT,10000,EDUCATION,0.2,590,Yes,0
25,male,Bachelor,71756,RENT,20000,HOMEIMPROVEMENT,0.28,684,No,1
24,male,Bachelor,87564,MORTGAGE,6000,HOMEIMPROVEMENT,0.07,539,No,0
26,female,Bachelor,55067,RENT,4000,MEDICAL,0.07,607,Yes,0
22,female,Bachelor,200707,MORTGAGE,23450,PERSONAL,0.12,560,Yes,0
25,female,Associate,97324,MORTGAGE,12000,VENTURE,0.12,699,No,0
24,female,Bachelor,88883,RENT,6500,PERSONAL,0.07,639,Yes,0
22,male,Bachelor,66994,OWN,1275,PERSONAL,0.02,619,No,0
25,male,Bachelor,40990,RENT,1000,MEDICAL,0.02,660,No,0
21,female,Bachelor,50302,RENT,7000,VENTURE,0.14,681,No,0
26,male,Associate,102833,MORTGAGE,6000,DEBTCONSOLIDATION,0.06,546,Yes,0
23,male,Associate,73254,RENT,8000,EDUCATION,0.11,644,No,0
25,female,Bachelor,241057,OWN,24000,VENTURE,0.1,623,Yes,0
22,male,Bachelor,30922,RENT,2500,EDUCATION,0.08,622,Yes,0
26,male,Associate,70011,MORTGAGE,3500,DEBTCONSOLIDATION,0.05,558,Yes,0
22,male,High School,73682,RENT,7000,EDUCATION,0.1,535,Yes,0
24,female,Master,75276,RENT,2000,HOMEIMPROVEMENT,0.03,670,Yes,0
24,female,Master,87719,RENT,16000,DEBTCONSOLIDATION,0.18,667,No,0
22,male,Associate,51496,MORTGAGE,14750,VENTURE,0.29,598,Yes,0
22,male,High School,120750,RENT,10000,VENTURE,0.08,630,No,0
22,female,Associate,90843,RENT,19600,EDUCATION,0.22,668,Yes,0
23,male,Associate,90766,MORTGAGE,9500,DEBTCONSOLIDATION,0.1,644,No,0
25,male,High School,44253,MORTGAGE,13750,MEDICAL,0.31,481,No,1
24,female,Associate,44013,RENT,5300,EDUCATION,0.12,662,Yes,0
24,male,Associate,96780,OWN,12000,VENTURE,0.12,647,No,0
25,male,Bachelor,60973,MORTGAGE,6400,VENTURE,0.1,611,Yes,0
24,male,High School,49144,RENT,10000,MEDICAL,0.2,586,Yes,0
24,male,Associate,36883,RENT,5000,EDUCATION,0.14,629,No,1
23,male,Associate,20393,RENT,3000,EDUCATION,0.15,646,No,1
23,male,High School,57979,RENT,3500,EDUCATION,0.06,674,Yes,0
26,female,Bachelor,97492,RENT,7000,MEDICAL,0.07,553,Yes,0
23,female,Bachelor,92495,MORTGAGE,9000,DEBTCONSOLIDATION,0.1,634,No,1
23,female,Master,121150,RENT,12000,EDUCATION,0.1,677,No,0
21,female,High School,22427,RENT,1500,DEBTCONSOLIDATION,0.07,642,Yes,0
23,male,High School,40182,RENT,4800,VENTURE,0.12,649,No,0
26,male,Master,77564,RENT,7500,EDUCATION,0.1,633,No,0
24,male,Bachelor,41566,RENT,4450,PERSONAL,0.11,525,Yes,0
24,male,High School,57419,MORTGAGE,8500,EDUCATION,0.15,618,Yes,0
24,female,Bachelor,133045,MORTGAGE,12000,DEBTCONSOLIDATION,0.09,640,No,0
23,male,Associate,44309,RENT,8000,VENTURE,0.18,662,Yes,0
24,male,Bachelor,164322,MORTGAGE,25000,DEBTCONSOLIDATION,0.15,628,No,1
23,male,Bachelor,111248,RENT,6500,EDUCATION,0.06,603,No,0
22,male,Associate,93174,MORTGAGE,12400,VENTURE,0.13,587,Yes,0
26,male,Bachelor,35704,RENT,15000,MEDICAL,0.42,609,No,1
22,female,Bachelor,43967,OWN,5000,DEBTCONSOLIDATION,0.11,683,No,0
25,male,Associate,91015,RENT,20000,DEBTCONSOLIDATION,0.22,624,No,0
24,male,Bachelor,116197,MORTGAGE,6000,PERSONAL,0.05,659,Yes,0
24,male,High School,60952,MORTGAGE,11000,HOMEIMPROVEMENT,0.18,647,Yes,0
23,male,High School,128310,MORTGAGE,8550,EDUCATION,0.07,612,Yes,0
22,female,Bachelor,53840,RENT,3600,HOMEIMPROVEMENT,0.07,662,No,1
26,female,Bachelor,116217,MORTGAGE,24000,MEDICAL,0.21,670,No,1
26,male,Associate,41744,RENT,10800,MEDICAL,0.26,689,No,1
22,male,Bachelor,51512,MORTGAGE,3000,PERSONAL,0.06,632,Yes,0
25,male,Bachelor,60100,OWN,3000,PERSONAL,0.05,728,No,0
23,female,Master,164200,MORTGAGE,8000,EDUCATION,0.05,570,Yes,0
22,female,High School,36741,MORTGAGE,13250,DEBTCONSOLIDATION,0.36,639,No,0
23,female,Bachelor,43604,RENT,9600,DEBTCONSOLIDATION,0.22,585,Yes,0
23,female,Bachelor,151121,OTHER,7500,EDUCATION,0.05,592,Yes,0
23,male,High School,64831,RENT,17500,MEDICAL,0.27,636,No,1
23,male,Associate,18164,RENT,4000,DEBTCONSOLIDATION,0.22,591,No,1
25,female,Bachelor,96776,MORTGAGE,15000,HOMEIMPROVEMENT,0.15,717,Yes,0
22,male,High School,38747,RENT,2900,DEBTCONSOLIDATION,0.07,635,No,1
22,male,Bachelor,42740,RENT,3000,DEBTCONSOLIDATION,0.07,596,Yes,0
26,female,Bachelor,97239,OWN,7000,PERSONAL,0.07,597,No,0
22,female,Bachelor,30800,MORTGAGE,1800,VENTURE,0.06,586,Yes,0
23,male,Associate,92318,MORTGAGE,3000,EDUCATION,0.03,530,Yes,0
26,male,Associate,79050,MORTGAGE,4000,PERSONAL,0.05,690,No,0
21,female,High School,26715,OWN,7125,VENTURE,0.27,658,Yes,0
23,male,High School,54081,MORTGAGE,3200,EDUCATION,0.06,573,No,0
25,male,Master,72983,RENT,9800,EDUCATION,0.13,667,Yes,0
25,female,High School,58660,RENT,2000,DEBTCONSOLIDATION,0.03,618,Yes,0
23,female,Bachelor,79127,MORTGAGE,8000,EDUCATION,0.1,678,Yes,0
22,female,Bachelor,58718,MORTGAGE,10000,PERSONAL,0.17,669,Yes,0
22,female,Associate,73031,RENT,15000,EDUCATION,0.21,675,No,0
23,male,Bachelor,36697,RENT,19750,VENTURE,0.54,660,No,1
26,female,Associate,140066,MORTGAGE,9925,VENTURE,0.07,663,Yes,0
21,female,High School,15548,RENT,3000,PERSONAL,0.19,656,No,1
23,male,Master,46611,RENT,5000,EDUCATION,0.11,617,No,0
23,male,High School,158279,MORTGAGE,6000,MEDICAL,0.04,636,Yes,0
23,male,Master,24035,MORTGAGE,3000,DEBTCONSOLIDATION,0.12,658,No,1
22,male,High School,72654,MORTGAGE,5200,PERSONAL,0.07,659,Yes,0
23,female,Associate,102918,MORTGAGE,5000,EDUCATION,0.05,638,Yes,0
25,male,Master,25093,MORTGAGE,4000,VENTURE,0.16,707,No,0
26,female,Bachelor,54808,RENT,2000,MEDICAL,0.04,635,No,0
22,male,High School,63348,RENT,10000,VENTURE,0.16,638,Yes,0
24,female,Associate,63381,RENT,3000,MEDICAL,0.05,608,Yes,0
22,male,High School,73441,MORTGAGE,17500,DEBTCONSOLIDATION,0.24,574,Yes,0
23,male,Associate,69193,MORTGAGE,12000,VENTURE,0.17,573,No,0
24,male,Bachelor,58349,OWN,4400,VENTURE,0.08,592,Yes,0
22,male,Master,42024,RENT,3800,MEDICAL,0.09,576,No,1
23,female,High School,45499,MORTGAGE,3200,EDUCATION,0.07,648,No,0
22,female,Bachelor,75431,MORTGAGE,7500,PERSONAL,0.1,646,Yes,0
24,male,High School,124153,MORTGAGE,21000,DEBTCONSOLIDATION,0.17,558,Yes,0
24,male,Master,54847,MORTGAGE,6000,VENTURE,0.11,698,No,0
24,female,High School,145180,RENT,10000,HOMEIMPROVEMENT,0.07,615,Yes,0
25,female,Associate,49134,RENT,6000,PERSONAL,0.12,637,No,0
23,male,High School,137014,MORTGAGE,12000,EDUCATION,0.09,630,No,0
24,male,High School,47279,RENT,4200,MEDICAL,0.09,608,No,0
24,female,High School,24733,OWN,3000,PERSONAL,0.12,613,Yes,0
22,male,Bachelor,73373,RENT,7000,EDUCATION,0.1,513,Yes,0
23,male,Associate,29544,RENT,2800,PERSONAL,0.09,629,Yes,0
23,female,High School,58724,OWN,6000,VENTURE,0.1,555,Yes,0
23,male,Master,74415,RENT,2500,EDUCATION,0.03,657,No,0
21,male,High School,67952,RENT,15000,HOMEIMPROVEMENT,0.22,569,No,1
24,male,Associate,56956,RENT,5000,MEDICAL,0.09,603,No,0
23,female,High School,48518,OWN,14000,PERSONAL,0.29,625,Yes,0
23,female,Bachelor,139313,RENT,7500,EDUCATION,0.05,622,Yes,0
26,male,High School,58869,MORTGAGE,10000,PERSONAL,0.17,532,No,0
23,male,Master,72056,RENT,20000,EDUCATION,0.28,682,No,1
25,female,High School,61149,MORTGAGE,18000,DEBTCONSOLIDATION,0.29,600,Yes,0
24,female,Associate,87345,MORTGAGE,8000,HOMEIMPROVEMENT,0.09,700,Yes,0
26,male,Master,58314,RENT,9000,MEDICAL,0.15,703,Yes,0
22,female,Associate,63720,MORTGAGE,8000,VENTURE,0.13,555,Yes,0
25,male,Associate,92183,MORTGAGE,20000,EDUCATION,0.22,653,No,0
23,male,Master,48976,RENT,12000,MEDICAL,0.25,607,Yes,0
23,male,High School,82766,MORTGAGE,1000,EDUCATION,0.01,646,Yes,0
25,female,Bachelor,100235,RENT,4500,DEBTCONSOLIDATION,0.04,628,Yes,0
26,female,Associate,90040,MORTGAGE,10000,DEBTCONSOLIDATION,0.11,572,Yes,0
25,male,Bachelor,46797,RENT,4800,EDUCATION,0.1,688,No,0
25,male,High School,38922,RENT,14850,DEBTCONSOLIDATION,0.38,680,No,1
25,male,Master,106218,MORTGAGE,11000,PERSONAL,0.1,618,Yes,0
24,female,Bachelor,51556,OWN,8000,HOMEIMPROVEMENT,0.16,624,Yes,0
25,female,High School,73246,MORTGAGE,3000,DEBTCONSOLIDATION,0.04,621,No,0
23,female,Master,189903,RENT,10000,EDUCATION,0.05,637,No,0
22,male,Associate,45509,RENT,7000,HOMEIMPROVEMENT,0.15,584,No,1
24,male,Associate,90900,RENT,15000,HOMEIMPROVEMENT,0.17,551,Yes,0
23,female,Master,83349,MORTGAGE,4200,VENTURE,0.05,659,Yes,0
25,male,High School,35928,RENT,1000,MEDICAL,0.03,618,No,1
24,male,Bachelor,42919,RENT,12000,DEBTCONSOLIDATION,0.28,658,No,1
23,male,Bachelor,51229,RENT,5000,VENTURE,0.1,577,No,1
23,female,Bachelor,20401,MORTGAGE,2275,MEDICAL,0.11,625,Yes,0
24,female,Associate,79091,RENT,12000,MEDICAL,0.15,554,Yes,0
21,female,Bachelor,85890,MORTGAGE,10000,MEDICAL,0.12,666,No,1
26,female,High School,42053,RENT,5500,PERSONAL,0.13,513,Yes,0
21,male,High School,31163,MORTGAGE,3600,PERSONAL,0.12,626,Yes,0
24,female,Bachelor,60353,RENT,11000,DEBTCONSOLIDATION,0.18,658,No,0
24,female,High School,63159,MORTGAGE,3500,VENTURE,0.06,623,No,0
21,male,Master,34136,OWN,1000,EDUCATION,0.03,656,Yes,0
26,female,Master,72557,MORTGAGE,12000,DEBTCONSOLIDATION,0.17,662,Yes,0
25,female,High School,77546,RENT,20000,DEBTCONSOLIDATION,0.26,611,No,1
22,female,Associate,40754,RENT,1400,MEDICAL,0.03,653,Yes,0
24,male,High School,128248,RENT,13000,HOMEIMPROVEMENT,0.1,514,No,1
22,male,Associate,34246,RENT,6900,PERSONAL,0.2,544,Yes,0
25,male,Master,25059,RENT,12000,MEDICAL,0.48,694,No,1
21,female,Bachelor,73183,RENT,10000,MEDICAL,0.14,676,No,0
22,male,Bachelor,46412,MORTGAGE,1950,EDUCATION,0.04,585,Yes,0
21,male,Associate,45557,RENT,2800,MEDICAL,0.06,588,Yes,0
23,female,Bachelor,66922,RENT,12300,VENTURE,0.18,681,Yes,0
22,male,High School,90384,MORTGAGE,5000,EDUCATION,0.06,516,No,1
24,male,Bachelor,68316,MORTGAGE,12000,EDUCATION,0.18,628,Yes,0
25,male,Master,54621,RENT,10000,DEBTCONSOLIDATION,0.18,631,Yes,0
23,female,Associate,29660,MORTGAGE,1375,MEDICAL,0.05,678,No,1
25,male,Master,120923,RENT,20000,PERSONAL,0.17,672,Yes,0
24,male,High School,58924,MORTGAGE,5500,VENTURE,0.09,535,Yes,0
22,male,Bachelor,74528,MORTGAGE,16000,MEDICAL,0.21,611,No,1
24,female,Bachelor,53449,RENT,7400,EDUCATION,0.14,515,No,1
24,female,Bachelor,114924,OWN,10000,PERSONAL,0.09,681,Yes,0
23,female,Master,46137,RENT,7500,EDUCATION,0.16,557,Yes,0
22,female,Associate,125074,MORTGAGE,15000,EDUCATION,0.12,568,Yes,0
23,male,Master,103117,RENT,12000,VENTURE,0.12,675,Yes,0
23,male,High School,90901,RENT,13200,EDUCATION,0.15,629,Yes,0
22,female,Bachelor,34912,MORTGAGE,8500,MEDICAL,0.24,610,Yes,0
23,female,Bachelor,90750,MORTGAGE,8400,MEDICAL,0.09,580,No,1
24,female,High School,69659,MORTGAGE,20000,MEDICAL,0.29,637,No,1
23,male,Bachelor,19468,RENT,4500,VENTURE,0.23,632,No,1
23,male,High School,60919,RENT,10000,PERSONAL,0.16,561,Yes,0
25,male,High School,94721,MORTGAGE,8000,DEBTCONSOLIDATION,0.08,661,No,1
25,male,Associate,92435,MORTGAGE,10000,DEBTCONSOLIDATION,0.11,689,No,0
23,male,Master,72663,OWN,8000,PERSONAL,0.11,643,Yes,0
26,male,Bachelor,46605,MORTGAGE,15000,HOMEIMPROVEMENT,0.32,665,No,0
22,female,Bachelor,211147,MORTGAGE,18000,MEDICAL,0.09,686,Yes,0
23,male,Bachelor,58784,RENT,4800,EDUCATION,0.08,661,Yes,0
24,male,Bachelor,51264,MORTGAGE,11000,DEBTCONSOLIDATION,0.21,720,No,0
25,male,Associate,116309,RENT,17500,PERSONAL,0.15,614,Yes,0
25,female,Bachelor,102085,MORTGAGE,5000,MEDICAL,0.05,565,Yes,0
23,male,High School,45954,RENT,8000,DEBTCONSOLIDATION,0.17,696,Yes,0
25,male,Master,59689,RENT,10000,DEBTCONSOLIDATION,0.17,682,No,1
23,female,Associate,64177,RENT,14000,VENTURE,0.22,557,No,0
23,female,High School,41342,RENT,2500,MEDICAL,0.06,625,No,1
22,male,Master,72796,MORTGAGE,5000,DEBTCONSOLIDATION,0.07,641,Yes,0
23,female,Bachelor,84969,MORTGAGE,13000,PERSONAL,0.15,677,Yes,0
22,male,Bachelor,46821,RENT,10000,EDUCATION,0.21,594,No,0
25,female,Bachelor,36059,RENT,5000,EDUCATION,0.14,706,No,0
23,female,Bachelor,138382,MORTGAGE,10000,PERSONAL,0.07,648,Yes,0
25,male,Master,76292,MORTGAGE,3000,PERSONAL,0.04,573,Yes,0
23,male,Bachelor,79039,MORTGAGE,7000,VENTURE,0.09,704,No,0
22,male,High School,69688,RENT,16000,EDUCATION,0.23,638,No,1
22,male,Associate,29634,OWN,2500,VENTURE,0.08,676,Yes,0
24,male,High School,81399,RENT,20000,PERSONAL,0.25,572,Yes,0
21,male,High School,44014,RENT,4500,MEDICAL,0.1,616,No,1
23,male,Associate,81580,MORTGAGE,10000,MEDICAL,0.12,593,No,1
23,female,Bachelor,38222,RENT,3200,PERSONAL,0.08,560,Yes,0
24,male,Master,55129,MORTGAGE,10625,EDUCATION,0.19,574,No,1
23,female,Associate,81457,OWN,3250,VENTURE,0.04,610,Yes,0
23,male,Bachelor,136259,MORTGAGE,35000,EDUCATION,0.26,603,Yes,0
24,male,Associate,35602,RENT,6000,MEDICAL,0.17,609,No,0
24,male,Associate,27272,OWN,3000,EDUCATION,0.11,715,No,0
23,male,Bachelor,35645,OWN,2000,VENTURE,0.06,542,No,0
24,male,High School,97000,MORTGAGE,9000,PERSONAL,0.09,680,No,0
26,male,Associate,42965,RENT,6600,MEDICAL,0.15,677,No,0
26,male,Associate,63136,OWN,5000,DEBTCONSOLIDATION,0.08,577,Yes,0
24,male,Associate,85574,RENT,1000,MEDICAL,0.01,657,Yes,0
21,male,Bachelor,22700,RENT,1500,MEDICAL,0.07,597,No,1
23,female,Bachelor,124642,MORTGAGE,4000,VENTURE,0.03,719,No,0
25,female,High School,65965,RENT,19000,DEBTCONSOLIDATION,0.29,492,No,1
23,male,Master,103103,RENT,10000,EDUCATION,0.1,727,No,0
22,male,High School,79956,MORTGAGE,10000,VENTURE,0.13,572,Yes,0
22,female,High School,59651,MORTGAGE,8500,VENTURE,0.14,624,No,0
21,female,Associate,58435,MORTGAGE,14000,EDUCATION,0.24,586,Yes,0
26,female,Associate,36858,RENT,5000,MEDICAL,0.14,603,Yes,0
23,male,Bachelor,37004,RENT,8400,EDUCATION,0.23,603,No,0
21,female,High School,30927,RENT,5000,MEDICAL,0.16,681,No,1
22,female,Associate,53638,MORTGAGE,9000,EDUCATION,0.17,692,No,1
23,male,High School,39668,MORTGAGE,1200,EDUCATION,0.03,626,Yes,0
24,male,Master,106649,MORTGAGE,25000,DEBTCONSOLIDATION,0.23,619,No,1
24,male,High School,55643,MORTGAGE,7200,EDUCATION,0.13,616,Yes,0
23,male,High School,114500,RENT,10000,EDUCATION,0.09,642,Yes,0
26,female,Bachelor,85126,RENT,22500,EDUCATION,0.26,655,No,1
23,female,Associate,91029,OWN,12500,MEDICAL,0.14,605,Yes,0
22,male,High School,67123,RENT,15000,PERSONAL,0.22,608,Yes,0
24,male,Bachelor,147350,RENT,15000,DEBTCONSOLIDATION,0.1,619,Yes,0
24,male,High School,75830,OWN,6500,HOMEIMPROVEMENT,0.09,691,No,0
26,female,High School,113002,RENT,20000,PERSONAL,0.18,631,No,0
26,female,Bachelor,45287,RENT,14000,PERSONAL,0.31,647,No,1
23,female,Bachelor,75067,MORTGAGE,13000,MEDICAL,0.17,562,Yes,0
22,male,Bachelor,60958,MORTGAGE,7800,VENTURE,0.13,697,Yes,0
22,male,Associate,90791,RENT,5000,EDUCATION,0.06,583,No,0
21,female,High School,51931,RENT,2500,DEBTCONSOLIDATION,0.05,471,Yes,0
26,female,Associate,55138,MORTGAGE,5000,VENTURE,0.09,625,Yes,0
25,male,Associate,41588,RENT,10000,MEDICAL,0.24,647,Yes,0
26,female,Associate,91121,RENT,12000,EDUCATION,0.13,626,Yes,0
24,female,Master,55214,RENT,6000,EDUCATION,0.11,624,No,1
23,female,Bachelor,65567,RENT,4500,MEDICAL,0.07,601,No,1
21,male,Bachelor,74424,RENT,7500,EDUCATION,0.1,613,Yes,0
22,male,High School,35969,OWN,10000,EDUCATION,0.28,638,Yes,0
25,male,Master,68162,RENT,12000,MEDICAL,0.18,570,No,1
25,female,High School,69794,RENT,10400,HOMEIMPROVEMENT,0.15,537,Yes,0
23,male,High School,80216,RENT,9200,EDUCATION,0.11,674,Yes,0
24,male,Master,10951,RENT,1500,EDUCATION,0.14,693,No,1
23,male,High School,101296,RENT,15000,PERSONAL,0.15,630,No,1
24,female,Master,56079,RENT,2000,EDUCATION,0.04,588,Yes,0
22,male,Associate,30125,MORTGAGE,1300,EDUCATION,0.04,615,Yes,0
22,male,Bachelor,61036,RENT,13000,VENTURE,0.21,550,Yes,0
22,female,High School,85072,MORTGAGE,14400,VENTURE,0.17,650,Yes,0
23,female,Bachelor,57482,RENT,5000,DEBTCONSOLIDATION,0.09,570,Yes,0
23,male,High School,49007,RENT,2000,PERSONAL,0.04,583,Yes,0
26,female,Bachelor,62991,OWN,15000,EDUCATION,0.24,703,No,0
24,male,Master,87339,MORTGAGE,12000,VENTURE,0.14,662,No,0
21,male,Bachelor,53907,RENT,7000,EDUCATION,0.13,661,No,1
23,male,High School,73012,RENT,7000,EDUCATION,0.1,638,Yes,0
23,male,Associate,76613,RENT,16000,VENTURE,0.21,646,No,1
23,female,High School,51246,RENT,6500,EDUCATION,0.13,621,No,0
23,male,Associate,78839,RENT,3600,EDUCATION,0.05,607,Yes,0
25,male,Bachelor,59628,OTHER,19500,PERSONAL,0.33,687,No,1
21,male,High School,51376,RENT,1000,VENTURE,0.02,660,No,1
26,male,Master,55093,MORTGAGE,7750,DEBTCONSOLIDATION,0.14,675,No,0
25,male,Bachelor,145094,RENT,4800,VENTURE,0.03,663,No,0
25,male,High School,59838,RENT,9600,EDUCATION,0.16,668,No,1
26,male,Bachelor,28655,RENT,5000,PERSONAL,0.17,685,Yes,0
22,female,Bachelor,67324,MORTGAGE,10000,VENTURE,0.15,698,No,0
23,female,Bachelor,44283,MORTGAGE,14000,PERSONAL,0.32,641,No,0
24,male,Associate,84846,RENT,10000,MEDICAL,0.12,586,Yes,0
23,male,Associate,33561,RENT,6000,EDUCATION,0.18,637,Yes,0
22,female,Bachelor,71102,RENT,10000,MEDICAL,0.14,612,No,0
22,male,Master,47893,OWN,1000,MEDICAL,0.02,620,Yes,0
22,female,Master,222975,RENT,25000,EDUCATION,0.11,625,Yes,0
23,female,Associate,97323,RENT,9000,EDUCATION,0.09,650,No,0
24,female,High School,49863,RENT,7000,DEBTCONSOLIDATION,0.14,642,Yes,0
25,female,High School,69446,RENT,9500,PERSONAL,0.14,623,No,0
26,female,Associate,62605,RENT,5000,EDUCATION,0.08,628,No,1
22,male,Associate,24718,RENT,5000,VENTURE,0.2,658,No,0
25,female,Associate,72889,MORTGAGE,6900,PERSONAL,0.09,629,Yes,0
24,female,Associate,61107,RENT,9600,EDUCATION,0.16,626,Yes,0
23,male,Bachelor,40207,RENT,8000,EDUCATION,0.2,535,Yes,0
24,male,High School,46931,MORTGAGE,16000,DEBTCONSOLIDATION,0.34,567,Yes,0
21,female,Master,126629,MORTGAGE,19200,EDUCATION,0.15,679,No,0
26,male,High School,93125,MORTGAGE,12800,VENTURE,0.14,630,No,0
23,male,High School,111301,MORTGAGE,24250,EDUCATION,0.22,568,Yes,0
23,male,Bachelor,53935,OWN,17000,EDUCATION,0.32,675,Yes,0
23,male,Master,44237,RENT,5000,DEBTCONSOLIDATION,0.11,695,Yes,0
22,male,High School,38442,RENT,5550,PERSONAL,0.14,590,No,1
24,female,Bachelor,60026,MORTGAGE,2700,EDUCATION,0.04,685,Yes,0
24,male,High School,77058,MORTGAGE,20000,MEDICAL,0.26,634,No,1
